name,type,url,date_added,source,path,parent_path
Mureka,url,https://www.mureka.ai/,13388070061137110,other,Other bookmarks >> AI >> Mureka,Other bookmarks >> AI
New Home,url,https://www.simular.ai/,13388073042729806,other,Other bookmarks >> AI >> New Home,Other bookmarks >> AI
OpenAI Academy,url,https://academy.openai.com/,13388074492211352,other,Other bookmarks >> AI >> OpenAI Academy,Other bookmarks >> AI
Argil - Generate videos with your AI clone,url,https://www.argil.ai/,13388107835796008,other,Other bookmarks >> AI >> Argil - Generate videos with your AI clone,Other bookmarks >> AI
Context7 - Instant LLM Context for Agents and Developers,url,https://context7.com/,13388115526060939,other,Other bookmarks >> AI >> Context7 - Instant LLM Context for Agents and Developers,Other bookmarks >> AI
General Agents,url,https://generalagents.com/,13388131982119150,other,Other bookmarks >> AI >> General Agents,Other bookmarks >> AI
Genspark - Reinvent Search. Welcome to the Agentic Engine.,url,https://www.genspark.ai/,13388144525587291,other,Other bookmarks >> AI >> Genspark - Reinvent Search. Welcome to the Agentic Engine.,Other bookmarks >> AI
AI Agent Management Platform - Conducting AI,url,https://www.conducting.ai/,13388174820016527,other,Other bookmarks >> AI >> AI Agent Management Platform - Conducting AI,Other bookmarks >> AI
AI Digest,url,https://theaidigest.org/,13388175204919199,other,Other bookmarks >> AI >> AI Digest,Other bookmarks >> AI
Big-AGI: Deploy Your Generative AI Suite,url,https://big-agi.com/,13388206944892001,other,Other bookmarks >> AI >> Big-AGI: Deploy Your Generative AI Suite,Other bookmarks >> AI
Nomic AI,url,https://www.nomic.ai/,13388462988339079,other,Other bookmarks >> AI >> Nomic AI,Other bookmarks >> AI
Maskara.ai,url,https://www.maskara.ai/,13388483954722588,other,Other bookmarks >> AI >> Maskara.ai,Other bookmarks >> AI
Agentica - Home,url,https://agentica-project.com/,13388647390489338,other,Other bookmarks >> AI >> Agentica - Home,Other bookmarks >> AI
Agents · Cloudflare Agents docs,url,https://developers.cloudflare.com/agents/,13388696126388888,other,Other bookmarks >> AI >> Agents · Cloudflare Agents docs,Other bookmarks >> AI
Speak - The language learning app that gets you speaking,url,https://www.speak.com/,13388778999980307,other,Other bookmarks >> AI >> Speak - The language learning app that gets you speaking,Other bookmarks >> AI
Napkins.dev – Screenshot to code,url,https://www.napkins.dev/,13388808741743335,other,Other bookmarks >> AI >> Napkins.dev – Screenshot to code,Other bookmarks >> AI
"Gabber - Realtime AI voice, text, memory, and tool-calling",url,https://gabber.dev/,13388809598022960,other,"Other bookmarks >> AI >> Gabber - Realtime AI voice, text, memory, and tool-calling",Other bookmarks >> AI
Voice AI & Voice Agents | An Illustrated Primer,url,https://voiceaiandvoiceagents.com/,13388812046811076,other,Other bookmarks >> AI >> Voice AI & Voice Agents | An Illustrated Primer,Other bookmarks >> AI
AI Frontiers,url,https://www.ai-frontiers.org/,13388869015399770,other,Other bookmarks >> AI >> AI Frontiers,Other bookmarks >> AI
Smithery - Model Context Protocol Registry,url,https://smithery.ai/,13389198543563375,other,Other bookmarks >> AI >> Smithery - Model Context Protocol Registry,Other bookmarks >> AI
Goodfire AI,url,https://www.goodfire.ai/,13389224620319686,other,Other bookmarks >> AI >> Goodfire AI,Other bookmarks >> AI
"#1 Free AI Voice Generator, Text to Speech, & AI Voice Over",url,https://play.ht/,13389266724103950,other,"Other bookmarks >> AI >> #1 Free AI Voice Generator, Text to Speech, & AI Voice Over",Other bookmarks >> AI
AI Voice Generator | Advanced Text-to-Speech (TTS),url,https://www.respeecher.com/,13389266795182739,other,Other bookmarks >> AI >> AI Voice Generator | Advanced Text-to-Speech (TTS),Other bookmarks >> AI
Agent tools for vibe testing,url,https://www.operative.sh/,13389323986879817,other,Other bookmarks >> AI >> Agent tools for vibe testing,Other bookmarks >> AI
Customize Copilot and Create Agents | Microsoft Copilot Studio,url,https://www.microsoft.com/en-us/microsoft-copilot/microsoft-copilot-studio,13389574100876264,other,Other bookmarks >> AI >> Customize Copilot and Create Agents | Microsoft Copilot Studio,Other bookmarks >> AI
meteor,url,https://www.browse.dev/,13389576417884597,other,Other bookmarks >> AI >> meteor,Other bookmarks >> AI
AI Engineer World's Fair,url,https://www.ai.engineer/,13389716278789009,other,Other bookmarks >> AI >> AI Engineer World's Fair,Other bookmarks >> AI
xsai.js.org,url,https://xsai.js.org/,13389810683755555,other,Other bookmarks >> AI >> xsai.js.org,Other bookmarks >> AI
Kortix Suna,url,https://www.suna.so/,13389833804501278,other,Other bookmarks >> AI >> Kortix Suna,Other bookmarks >> AI
Adaptive Computer,url,https://adaptive.ai/,13389853511836794,other,Other bookmarks >> AI >> Adaptive Computer,Other bookmarks >> AI
Morphic — A new era of storytelling,url,https://www.morphic.com/,13389854806214188,other,Other bookmarks >> AI >> Morphic — A new era of storytelling,Other bookmarks >> AI
Help Build Descript’s AI Co-Creator,url,https://www.descript.com/agent,13389855440754542,other,Other bookmarks >> AI >> Help Build Descript’s AI Co-Creator,Other bookmarks >> AI
Listen Labs,url,https://listenlabs.ai/,13389929559554340,other,Other bookmarks >> AI >> Listen Labs,Other bookmarks >> AI
Discover AI Prompts for Better Results | ShumerPrompt | AI Prompt Marketplace,url,https://shumerprompt.com/,13389956114956332,other,Other bookmarks >> AI >> Discover AI Prompts for Better Results | ShumerPrompt | AI Prompt Marketplace,Other bookmarks >> AI
"FASHN - Create realistic images of your clothes, worn by anyone",url,https://fashn.ai/,13390012833377066,other,"Other bookmarks >> AI >> FASHN - Create realistic images of your clothes, worn by anyone",Other bookmarks >> AI
Rime | AI Voices with Personality,url,https://www.rime.ai/,13390020032389646,other,Other bookmarks >> AI >> Rime | AI Voices with Personality,Other bookmarks >> AI
Explore • Higgsfield,url,https://higgsfield.ai/,13390024265977810,other,Other bookmarks >> AI >> Explore • Higgsfield,Other bookmarks >> AI
Spawn,url,https://www.spawn.co/,13390032039139027,other,Other bookmarks >> AI >> Spawn,Other bookmarks >> AI
LMNT – Ultrafast Lifelike AI Speech,url,https://www.lmnt.com/,13390047632550769,other,Other bookmarks >> AI >> LMNT – Ultrafast Lifelike AI Speech,Other bookmarks >> AI
Odyssey,url,https://odyssey.world/,13390128872038043,other,Other bookmarks >> AI >> Odyssey,Other bookmarks >> AI
Quadratic: AI Spreadsheet with Code and Connections,url,https://www.quadratichq.com/,13390208823125439,other,Other bookmarks >> AI >> Quadratic: AI Spreadsheet with Code and Connections,Other bookmarks >> AI
Float UI - Mailgo Tailwind CSS Template,url,https://floatui.com/templates/mailgo,13390211203533180,other,Other bookmarks >> AI >> Float UI - Mailgo Tailwind CSS Template,Other bookmarks >> AI
Variant,url,https://www.variant.ai/,13390437288147046,other,Other bookmarks >> AI >> Variant,Other bookmarks >> AI
Antispace | Artificially Intelligent Operating System,url,https://anti.space/,13390610407816052,other,Other bookmarks >> AI >> Antispace | Artificially Intelligent Operating System,Other bookmarks >> AI
"AI Code Review Bot - Greptile | Merge 4X Faster, Catch 3X More Bugs",url,https://www.greptile.com/,13390709626492526,other,"Other bookmarks >> AI >> AI Code Review Bot - Greptile | Merge 4X Faster, Catch 3X More Bugs",Other bookmarks >> AI
Clova - AI Video Organization,url,https://www.joinclova.com/edit,13390717867788117,other,Other bookmarks >> AI >> Clova - AI Video Organization,Other bookmarks >> AI
Take Action | ControlAI,url,https://controlai.com/take-action,13390787337977476,other,Other bookmarks >> AI >> Take Action | ControlAI,Other bookmarks >> AI
Xynth Finance,url,https://www.xynth.finance/,13390793208121617,other,Other bookmarks >> AI >> Xynth Finance,Other bookmarks >> AI
Abacus.AI - DeepAgent,url,https://deepagent.abacus.ai/,13390816600995422,other,Other bookmarks >> AI >> Abacus.AI - DeepAgent,Other bookmarks >> AI
Prompt Library,url,https://www.promptly.fyi/library,13390881962317794,other,Other bookmarks >> AI >> Prompt Library,Other bookmarks >> AI
"Shapes, Inc",url,https://shapes.inc/,13390950382943428,other,"Other bookmarks >> AI >> Shapes, Inc",Other bookmarks >> AI
Sim Studio,url,https://www.simstudio.ai/,13391051104044341,other,Other bookmarks >> AI >> Sim Studio,Other bookmarks >> AI
Augment Code – Developer AI for real work,url,https://www.augmentcode.com/,13391113409311472,other,Other bookmarks >> AI >> Augment Code – Developer AI for real work,Other bookmarks >> AI
Computer Agent - a Hugging Face Space by smolagents,url,https://huggingface.co/spaces/smolagents/computer-agent,13391155178862490,other,Other bookmarks >> AI >> Computer Agent - a Hugging Face Space by smolagents,Other bookmarks >> AI
Zapier MCP,url,https://mcp.zapier.com/mcp/servers,13391215182046295,other,Other bookmarks >> AI >> Zapier MCP,Other bookmarks >> AI
Harvey,url,https://www.harvey.ai/,13391241248472472,other,Other bookmarks >> AI >> Harvey,Other bookmarks >> AI
LiveKit,url,https://livekit.io/,13391252407485885,other,Other bookmarks >> AI >> LiveKit,Other bookmarks >> AI
Conjecture,url,https://www.conjecture.dev/,13391333563923672,other,Other bookmarks >> AI >> Conjecture,Other bookmarks >> AI
Prompt engineering overview - Anthropic,url,https://docs.anthropic.com/en/docs/build-with-claude/prompt-engineering/overview,13391445652835453,other,Other bookmarks >> AI >> Prompt engineering overview - Anthropic,Other bookmarks >> AI
Find Insights With AI | TextQL,url,https://textql.com/,13391539229659147,other,Other bookmarks >> AI >> Find Insights With AI | TextQL,Other bookmarks >> AI
Pica: The Open-Source Catalyst for Autonomous AI,url,https://www.picaos.com/,13391590257542146,other,Other bookmarks >> AI >> Pica: The Open-Source Catalyst for Autonomous AI,Other bookmarks >> AI
Jentic,url,https://jentic.com/,13391659172497262,other,Other bookmarks >> AI >> Jentic,Other bookmarks >> AI
supermemory™,url,https://supermemory.ai/,13391865429914967,other,Other bookmarks >> AI >> supermemory™,Other bookmarks >> AI
Startups & Business,folder,,13313210871399127,other,Other bookmarks >> Startups & Business,Other bookmarks
Startup School,url,https://www.startupschool.org/,13150803375449762,other,Other bookmarks >> Startups & Business >> Startup School,Other bookmarks >> Startups & Business
Google Launchpad,url,https://developers.google.com/startups/accelerator/region-indonesia,13150803377049627,other,Other bookmarks >> Startups & Business >> Google Launchpad,Other bookmarks >> Startups & Business
Startup Weekend,url,http://startupweekend.org/attendees/resources,13150803378377535,other,Other bookmarks >> Startups & Business >> Startup Weekend,Other bookmarks >> Startups & Business
AppsCoast,url,http://appscoast.id/,13150803380049548,other,Other bookmarks >> Startups & Business >> AppsCoast,Other bookmarks >> Startups & Business
Startup Graveyard,url,http://startupgraveyard.io/,13150803381624658,other,Other bookmarks >> Startups & Business >> Startup Graveyard,Other bookmarks >> Startups & Business
Micro consulting,url,https://www.slideshare.net/arinobe/micro-consulting,13268760072622896,other,Other bookmarks >> Startups & Business >> Micro consulting,Other bookmarks >> Startups & Business
Indie Hackers: Work Together to Build Profitable Online Businesses,url,https://www.indiehackers.com/,13270858537649772,other,Other bookmarks >> Startups & Business >> Indie Hackers: Work Together to Build Profitable Online Businesses,Other bookmarks >> Startups & Business
https://www.becomeavc.com,url,https://www.becomeavc.com/,13271836992335946,other,Other bookmarks >> Startups & Business >> https://www.becomeavc.com,Other bookmarks >> Startups & Business
Startup Pitch Decks | Billion Dollar Pitch Decks,url,https://www.billiondollarpitchdecks.com/,13272255922499849,other,Other bookmarks >> Startups & Business >> Startup Pitch Decks | Billion Dollar Pitch Decks,Other bookmarks >> Startups & Business
Cofounders - FoundersList,url,https://founderslist.com/cofounders,13276258827835465,other,Other bookmarks >> Startups & Business >> Cofounders - FoundersList,Other bookmarks >> Startups & Business
Find Business Partners Online | Meeting Co-founders,url,https://www.starthawk.io/,13276258848174589,other,Other bookmarks >> Startups & Business >> Find Business Partners Online | Meeting Co-founders,Other bookmarks >> Startups & Business
Find or become a startup Co-Founder,url,https://founders-nation.com/,13276258852423673,other,Other bookmarks >> Startups & Business >> Find or become a startup Co-Founder,Other bookmarks >> Startups & Business
CoFoundersLab: World's Largest Network of Entrepreneurs,url,https://cofounderslab.com/dashboard,13276258855516273,other,Other bookmarks >> Startups & Business >> CoFoundersLab: World's Largest Network of Entrepreneurs,Other bookmarks >> Startups & Business
Core info | Founders | On Deck,url,https://apply.beondeck.com/founders/steps/core-info,13279358819840483,other,Other bookmarks >> Startups & Business >> Core info | Founders | On Deck,Other bookmarks >> Startups & Business
Founder Library,url,https://www.founderlibrary.com/,13280464373459486,other,Other bookmarks >> Startups & Business >> Founder Library,Other bookmarks >> Startups & Business
Unicorn Platform,url,https://unicornplatform.com/,13268476524911925,other,Other bookmarks >> Startups & Business >> Unicorn Platform,Other bookmarks >> Startups & Business
Carrd,url,https://carrd.co/,13268476527582646,other,Other bookmarks >> Startups & Business >> Carrd,Other bookmarks >> Startups & Business
SmartBisnis - Portal Komunitas UMKM,url,https://smartbisnis.id/,13293788551977962,other,Other bookmarks >> Startups & Business >> SmartBisnis - Portal Komunitas UMKM,Other bookmarks >> Startups & Business
"Podia - Sell online courses, downloads, webinars, and community | Podia",url,https://www.podia.com/,13296404790632637,other,"Other bookmarks >> Startups & Business >> Podia - Sell online courses, downloads, webinars, and community | Podia",Other bookmarks >> Startups & Business
Mohamed bin Zayed University of Artificial Intelligence | MBZUAI,url,https://mbzuai.ac.ae/,13296454961202407,other,Other bookmarks >> Startups & Business >> Mohamed bin Zayed University of Artificial Intelligence | MBZUAI,Other bookmarks >> Startups & Business
Learn AI & Data Science Live with Elite Faculty - Univ.AI,url,https://www.univ.ai/,13296455002119031,other,Other bookmarks >> Startups & Business >> Learn AI & Data Science Live with Elite Faculty - Univ.AI,Other bookmarks >> Startups & Business
The Permissionless Apprentice,url,https://training.visualizevalue.com/courses/3604882/content,13296781354715778,other,Other bookmarks >> Startups & Business >> The Permissionless Apprentice,Other bookmarks >> Startups & Business
BuzzSumo | The World's #1 Content Marketing Platform,url,https://buzzsumo.com/,13297436239115825,other,Other bookmarks >> Startups & Business >> BuzzSumo | The World's #1 Content Marketing Platform,Other bookmarks >> Startups & Business
"Search listening tool for market, customer & content research - AnswerThePublic",url,https://answerthepublic.com/,13297436292687970,other,"Other bookmarks >> Startups & Business >> Search listening tool for market, customer & content research - AnswerThePublic",Other bookmarks >> Startups & Business
37signals — 04. Profit motive,url,https://37signals.com/04,13299987500145258,other,Other bookmarks >> Startups & Business >> 37signals — 04. Profit motive,Other bookmarks >> Startups & Business
Home,url,https://www.learnwithsherpa.com/,13314867778751816,other,Other bookmarks >> Startups & Business >> Home,Other bookmarks >> Startups & Business
Developer Roadmaps - roadmap.sh,url,https://roadmap.sh/,13333722472347475,other,Other bookmarks >> Startups & Business >> Developer Roadmaps - roadmap.sh,Other bookmarks >> Startups & Business
Store.app,url,https://store.app/,13337229970674774,other,Other bookmarks >> Startups & Business >> Store.app,Other bookmarks >> Startups & Business
Pioneer - Join a network of 300+ founders in 50+ countries,url,https://pioneer.app/,13337485210759276,other,Other bookmarks >> Startups & Business >> Pioneer - Join a network of 300+ founders in 50+ countries,Other bookmarks >> Startups & Business
Jordan's Library – Jordan's Library,url,https://jordanslibrary.com/,13338080767269822,other,Other bookmarks >> Startups & Business >> Jordan's Library – Jordan's Library,Other bookmarks >> Startups & Business
Carta APAC | Equity Management Solutions,url,https://carta.com/sg/en/,13346935818377339,other,Other bookmarks >> Startups & Business >> Carta APAC | Equity Management Solutions,Other bookmarks >> Startups & Business
"Kajabi: Create and sell online courses, coaching, and memberships",url,https://kajabi.com/?utm_source=twitter&utm_medium=organic-social&utm_campaign=,13347545706151424,other,"Other bookmarks >> Startups & Business >> Kajabi: Create and sell online courses, coaching, and memberships",Other bookmarks >> Startups & Business
Starter Guide to SF for Founders,url,https://www.startertosf.guide/michellesnotion/starter-guide-to-sf-for-founders-ad0e4f3702b04d339599638ef1afb416,13347582329551000,other,Other bookmarks >> Startups & Business >> Starter Guide to SF for Founders,Other bookmarks >> Startups & Business
Home | Scrum Guides,url,https://scrumguides.org/,13348576688893905,other,Other bookmarks >> Startups & Business >> Home | Scrum Guides,Other bookmarks >> Startups & Business
What PWA Can Do Today,url,https://whatpwacando.today/,13349253211635623,other,Other bookmarks >> Startups & Business >> What PWA Can Do Today,Other bookmarks >> Startups & Business
WIP,url,https://wip.co/,13350052020967136,other,Other bookmarks >> Startups & Business >> WIP,Other bookmarks >> Startups & Business
Clerk | Authentication and User Management,url,https://clerk.com/,13350558268667907,other,Other bookmarks >> Startups & Business >> Clerk | Authentication and User Management,Other bookmarks >> Startups & Business
The Residency,url,https://www.livetheresidency.com/,13351506376422055,other,Other bookmarks >> Startups & Business >> The Residency,Other bookmarks >> Startups & Business
37signals,url,https://37signals.com/,13351596700910166,other,Other bookmarks >> Startups & Business >> 37signals,Other bookmarks >> Startups & Business
Home. Halaman Utama. Ocistok. Pusat Grosir Online | Pusat Grosir Online | Jasa Import China,url,https://ocistok.com/,13352964936751895,other,Other bookmarks >> Startups & Business >> Home. Halaman Utama. Ocistok. Pusat Grosir Online | Pusat Grosir Online | Jasa Import China,Other bookmarks >> Startups & Business
Blind - The best professional community,url,https://www.teamblind.com/,13353417565038943,other,Other bookmarks >> Startups & Business >> Blind - The best professional community,Other bookmarks >> Startups & Business
The best SaaS Web Design Inspiration | Saaspo,url,https://www.saaspo.com/,13353487824799177,other,Other bookmarks >> Startups & Business >> The best SaaS Web Design Inspiration | Saaspo,Other bookmarks >> Startups & Business
Chat Marketing Made Easy with Manychat,url,https://manychat.com/,13353587833126280,other,Other bookmarks >> Startups & Business >> Chat Marketing Made Easy with Manychat,Other bookmarks >> Startups & Business
Discover Open Source Alternatives to Popular Software – OpenAlternative,url,https://openalternative.co/,13354335725765537,other,Other bookmarks >> Startups & Business >> Discover Open Source Alternatives to Popular Software – OpenAlternative,Other bookmarks >> Startups & Business
Intro - Book experts & get advice,url,https://intro.co/,13354718010243506,other,Other bookmarks >> Startups & Business >> Intro - Book experts & get advice,Other bookmarks >> Startups & Business
Z Fellows | Get Fast-Tracked into Silicon Valley,url,https://www.zfellows.com/,13355321261010468,other,Other bookmarks >> Startups & Business >> Z Fellows | Get Fast-Tracked into Silicon Valley,Other bookmarks >> Startups & Business
Lusion Labs,url,https://labs.lusion.co/,13355463562049869,other,Other bookmarks >> Startups & Business >> Lusion Labs,Other bookmarks >> Startups & Business
CineShader,url,https://cineshader.com/,13355463666629435,other,Other bookmarks >> Startups & Business >> CineShader,Other bookmarks >> Startups & Business
THE QUEST — First entrepreneurship training center,url,https://www.jointhequest.co/,13355593402487170,other,Other bookmarks >> Startups & Business >> THE QUEST — First entrepreneurship training center,Other bookmarks >> Startups & Business
Home | Sequoia Capital,url,https://www.sequoiacap.com/,13356089518533239,other,Other bookmarks >> Startups & Business >> Home | Sequoia Capital,Other bookmarks >> Startups & Business
"Link: Simple, secure one-click payments",url,https://link.com/en-sg,13358506398778933,other,"Other bookmarks >> Startups & Business >> Link: Simple, secure one-click payments",Other bookmarks >> Startups & Business
Value Max Theory,url,https://valuemaxtheory.com/,13360571915322512,other,Other bookmarks >> Startups & Business >> Value Max Theory,Other bookmarks >> Startups & Business
"Calm Company Fund | An ecosystem of founders and funders of profitable, sustainable, calm businesses | Calm Company Fund",url,https://calmfund.com/,13362687228402069,other,"Other bookmarks >> Startups & Business >> Calm Company Fund | An ecosystem of founders and funders of profitable, sustainable, calm businesses | Calm Company Fund",Other bookmarks >> Startups & Business
Every,url,https://every.to/,13363237921072496,other,Other bookmarks >> Startups & Business >> Every,Other bookmarks >> Startups & Business
South Park Commons,url,https://www.southparkcommons.com/,13354002638321488,other,Other bookmarks >> Startups & Business >> South Park Commons,Other bookmarks >> Startups & Business
"Buy and Sell Online Businesses, Websites, Apps & Domains - Flippa",url,https://flippa.com/,13371460815245464,other,"Other bookmarks >> Startups & Business >> Buy and Sell Online Businesses, Websites, Apps & Domains - Flippa",Other bookmarks >> Startups & Business
Height: The autonomous project management tool,url,https://height.app/?home=,13374256077254242,other,Other bookmarks >> Startups & Business >> Height: The autonomous project management tool,Other bookmarks >> Startups & Business
VC Lab - The Premiere Venture Capital Accelerator - VC Lab,url,https://govclab.com/,13374267280491209,other,Other bookmarks >> Startups & Business >> VC Lab - The Premiere Venture Capital Accelerator - VC Lab,Other bookmarks >> Startups & Business
User Feedback Tool – Featurebase,url,https://www.featurebase.app/,13376787594347095,other,Other bookmarks >> Startups & Business >> User Feedback Tool – Featurebase,Other bookmarks >> Startups & Business
Open SaaS,url,https://opensaas.sh/,13377272872248603,other,Other bookmarks >> Startups & Business >> Open SaaS,Other bookmarks >> Startups & Business
SAAS Adventure - Learn to Create your own SAAS,url,https://saasadventure.io/#videos,13377320973632443,other,Other bookmarks >> Startups & Business >> SAAS Adventure - Learn to Create your own SAAS,Other bookmarks >> Startups & Business
UNMS,url,https://un.ms/,13377651906034010,other,Other bookmarks >> Startups & Business >> UNMS,Other bookmarks >> Startups & Business
YearCompass | The booklet that helps close your year and plan the next one.,url,https://yearcompass.com/,13379788011079004,other,Other bookmarks >> Startups & Business >> YearCompass | The booklet that helps close your year and plan the next one.,Other bookmarks >> Startups & Business
In-App Subscriptions Made Easy – RevenueCat,url,https://www.revenuecat.com/,13383299848868119,other,Other bookmarks >> Startups & Business >> In-App Subscriptions Made Easy – RevenueCat,Other bookmarks >> Startups & Business
Polar — The best monetization platform for developers | Polar,url,https://polar.sh/,13384354142072162,other,Other bookmarks >> Startups & Business >> Polar — The best monetization platform for developers | Polar,Other bookmarks >> Startups & Business
"Paddle - Payments, tax and subscription management for SaaS and digital products",url,https://www.paddle.com/,13386809525264970,other,"Other bookmarks >> Startups & Business >> Paddle - Payments, tax and subscription management for SaaS and digital products",Other bookmarks >> Startups & Business
Liveblocks | Ready‑made features for AI & human collaboration,url,https://liveblocks.io/,13386960110449067,other,Other bookmarks >> Startups & Business >> Liveblocks | Ready‑made features for AI & human collaboration,Other bookmarks >> Startups & Business
"Whop: Start a Business, Learn a New Skill, & Build a Network",url,https://whop.com/sell/,13388137602400051,other,"Other bookmarks >> Startups & Business >> Whop: Start a Business, Learn a New Skill, & Build a Network",Other bookmarks >> Startups & Business
An All-In-One Agreements Platform | Agree.com,url,https://agree.com/,13389007305469819,other,Other bookmarks >> Startups & Business >> An All-In-One Agreements Platform | Agree.com,Other bookmarks >> Startups & Business
Mercor,url,https://mercor.com/,13390314449556619,other,Other bookmarks >> Startups & Business >> Mercor,Other bookmarks >> Startups & Business
AI recruitment engine to hire top global talent | micro1,url,https://www.micro1.ai/,13390314420554461,other,Other bookmarks >> Startups & Business >> AI recruitment engine to hire top global talent | micro1,Other bookmarks >> Startups & Business
"Set up, Manage & Grow Your Business with Tailor Brands",url,https://www.tailorbrands.com/,13390741132331898,other,"Other bookmarks >> Startups & Business >> Set up, Manage & Grow Your Business with Tailor Brands",Other bookmarks >> Startups & Business
Launch Platform For Your Tiny Startups & Side-Projects | Launch on Tiny Startups,url,https://www.tinystartups.com/?utm_source=bdpd,13391668667112004,other,Other bookmarks >> Startups & Business >> Launch Platform For Your Tiny Startups & Side-Projects | Launch on Tiny Startups,Other bookmarks >> Startups & Business
Tech & Engineering,folder,,13313210870769945,other,Other bookmarks >> Tech & Engineering,Other bookmarks
HTML Editor,url,https://html5-editor.net/,13150803327361777,other,Other bookmarks >> Tech & Engineering >> HTML Editor,Other bookmarks >> Tech & Engineering
TensorFlow,url,https://www.tensorflow.org/,13150803329153535,other,Other bookmarks >> Tech & Engineering >> TensorFlow,Other bookmarks >> Tech & Engineering
TopCoder,url,https://www.topcoder.com/my-dashboard/,13150803331186243,other,Other bookmarks >> Tech & Engineering >> TopCoder,Other bookmarks >> Tech & Engineering
HackerRank,url,https://www.hackerrank.com/,13150803332873602,other,Other bookmarks >> Tech & Engineering >> HackerRank,Other bookmarks >> Tech & Engineering
Google OpenSource,url,https://opensource.google.com/projects/explore/featured,13150803334657873,other,Other bookmarks >> Tech & Engineering >> Google OpenSource,Other bookmarks >> Tech & Engineering
Google Developers,url,https://developers.google.com/web/,13150803336160612,other,Other bookmarks >> Tech & Engineering >> Google Developers,Other bookmarks >> Tech & Engineering
Artificial Intelligence,url,https://www.edx.org/course/artificial-intelligence-ai-columbiax-csmm-101x#!?utm_source=fb-ifl-science&utm_medium=paid-social&utm_campaign=artificial-intelligence-ai-columbiax-mm-dec2016&utm_content=artificial-intelligence-ai-columbiax-mm-dec2016,13150803337545300,other,Other bookmarks >> Tech & Engineering >> Artificial Intelligence,Other bookmarks >> Tech & Engineering
Dicoding Indonesia,url,https://www.dicoding.com/,13150803339313525,other,Other bookmarks >> Tech & Engineering >> Dicoding Indonesia,Other bookmarks >> Tech & Engineering
FreeCodeCamp,url,https://www.freecodecamp.com/challenges/create-a-github-account-and-join-our-chat-rooms,13150803342961352,other,Other bookmarks >> Tech & Engineering >> FreeCodeCamp,Other bookmarks >> Tech & Engineering
Google Codelabs,url,https://codelabs.developers.google.com/,13242380752082608,other,Other bookmarks >> Tech & Engineering >> Google Codelabs,Other bookmarks >> Tech & Engineering
Thimble by mozilla - An online code editor for learners & educators.,url,http://flukeout.github.io/thimble-home/,13292948572576106,other,Other bookmarks >> Tech & Engineering >> Thimble by mozilla - An online code editor for learners & educators.,Other bookmarks >> Tech & Engineering
"Get Creative with Coding - Imagine, Program, Share",url,https://scratch.mit.edu/info/hoc2015br/,13292949385289442,other,"Other bookmarks >> Tech & Engineering >> Get Creative with Coding - Imagine, Program, Share",Other bookmarks >> Tech & Engineering
"GitHub - microsoft/AcademicContent: Free tech resources for faculty, students, researchers, life-long learners, and academic community builders for use in tech based courses, workshops, and hackathons.",url,https://github.com/microsoft/AcademicContent,13309766092996153,other,"Other bookmarks >> Tech & Engineering >> GitHub - microsoft/AcademicContent: Free tech resources for faculty, students, researchers, life-long learners, and academic community builders for use in tech based courses, workshops, and hackathons.",Other bookmarks >> Tech & Engineering
Design Systems For Figma,url,https://www.designsystemsforfigma.com/,13309940212754781,other,Other bookmarks >> Tech & Engineering >> Design Systems For Figma,Other bookmarks >> Tech & Engineering
Free Programming Books – GoalKicker.com,url,https://goalkicker.com/,13340436294669343,other,Other bookmarks >> Tech & Engineering >> Free Programming Books – GoalKicker.com,Other bookmarks >> Tech & Engineering
n8n.io - a powerful workflow automation tool,url,https://n8n.io/,13342799642705131,other,Other bookmarks >> Tech & Engineering >> n8n.io - a powerful workflow automation tool,Other bookmarks >> Tech & Engineering
Zed - Code at the speed of thought,url,https://zed.dev/,13353056124899312,other,Other bookmarks >> Tech & Engineering >> Zed - Code at the speed of thought,Other bookmarks >> Tech & Engineering
Magic,url,https://magic.dev/,13353056223684141,other,Other bookmarks >> Tech & Engineering >> Magic,Other bookmarks >> Tech & Engineering
"Uizard | UI Design Made Easy, Powered By AI | Sign Up Free",url,https://uizard.io/,13353278074838754,other,"Other bookmarks >> Tech & Engineering >> Uizard | UI Design Made Easy, Powered By AI | Sign Up Free",Other bookmarks >> Tech & Engineering
"Programming, Motherfucker - Do you speak it?",url,http://programming-motherfucker.com/,13353278291457620,other,"Other bookmarks >> Tech & Engineering >> Programming, Motherfucker - Do you speak it?",Other bookmarks >> Tech & Engineering
BuninUX,url,https://buninux.lemonsqueezy.com/,13353558296062748,other,Other bookmarks >> Tech & Engineering >> BuninUX,Other bookmarks >> Tech & Engineering
Metalab | We make interfaces,url,https://www.metalab.com/,13353581053056683,other,Other bookmarks >> Tech & Engineering >> Metalab | We make interfaces,Other bookmarks >> Tech & Engineering
Raycast,url,https://www.raycast.com/,13354117493018662,other,Other bookmarks >> Tech & Engineering >> Raycast,Other bookmarks >> Tech & Engineering
Interface In Game | Collection of video games UI | Screenshots and videos,url,https://interfaceingame.com/,13354326294298077,other,Other bookmarks >> Tech & Engineering >> Interface In Game | Collection of video games UI | Screenshots and videos,Other bookmarks >> Tech & Engineering
